player,nationality,position,team,comp_level,age,minutes_90s,birth_year_gk,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
66,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,0.1,2000,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.0,0.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2000,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,72.0,50.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,8.0,1996,8.0,8.0,720.0,30.0,3.75,54.0,26.0,48.1,0.0,0.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,24.2,0.41,-3.8,-0.47,65.0,182.0,35.7,288.0,26.0,45.8,37.5,70.0,71.4,52.2,95.0,7.0,7.4,19.0,2.38,18.6,1996,8.0,8.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,361.0,62.3,7130.0,5241.0,34.0,34.0,100.0,101.0,103.0,98.1,89.0,218.0,40.8,3.0,9.0,0.0,0.0,0.0,262.0,96.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.37,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,391.0,326.0,390.0,1.0,0.0,0.0,391.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,100.0
68,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,31.0,1993,31.0,31.0,2790.0,45.0,1.45,135.0,92.0,72.6,8.0,8.0,15.0,8.0,25.8,8.0,8.0,0.0,0.0,0.0,1.0,7.0,2.0,45.3,0.28,2.3,0.07,183.0,452.0,40.5,814.0,159.0,38.9,34.7,246.0,54.9,40.1,411.0,19.0,4.6,25.0,0.81,14.5,1993,31.0,31.0,2790.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,1062.0,71.1,21393.0,15902.0,155.0,157.0,98.7,314.0,321.0,97.8,277.0,573.0,48.3,0.0,13.0,0.0,0.0,0.0,730.0,330.0,84.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,1144.0,1028.0,1140.0,4.0,0.0,0.0,1144.0,0.0,0.0,0.0,476.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33.0,2.0,1.0,66.7
69,Joan García,es ESP,GK,Espanyol,es La Liga,20,1.2,2001,2.0,1.0,108.0,3.0,2.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,-2.0,-1.68,4.0,10.0,40.0,32.0,9.0,25.0,28.8,2.0,100.0,71.0,16.0,0.0,0.0,5.0,4.17,26.3,2001,2.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,79.4,685.0,509.0,8.0,8.0,100.0,12.0,12.0,100.0,6.0,13.0,46.2,0.0,2.0,0.0,0.0,1.0,28.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,36.0,26.0,33.0,3.0,0.0,0.0,36.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
70,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,38.0,1990,38.0,38.0,3420.0,57.0,1.5,180.0,124.0,70.0,16.0,10.0,12.0,8.0,21.1,5.0,3.0,2.0,0.0,40.0,0.0,4.0,3.0,55.1,0.29,1.1,0.03,103.0,315.0,32.7,623.0,134.0,30.0,30.9,299.0,42.8,35.9,525.0,8.0,1.5,25.0,0.66,14.0,1990,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,924.0,73.3,16463.0,11239.0,176.0,178.0,98.9,332.0,343.0,96.8,166.0,397.0,41.8,0.0,5.0,0.0,0.0,0.0,564.0,358.0,59.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1019.0,927.0,1018.0,1.0,0.0,0.0,1019.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,8.0,0.0,100.0
71,Luca Gemello,it ITA,GK,Torino,it Serie A,21,1.0,2000,1.0,1.0,90.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.2,0.23,6.0,24.0,25.0,31.0,1.0,67.7,47.8,3.0,100.0,56.3,10.0,0.0,0.0,1.0,1.0,21.0,2000,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,35.0,40.0,495.0,419.0,1.0,1.0,100.0,6.0,6.0,100.0,7.0,27.0,25.9,0.0,3.0,0.0,0.0,0.0,30.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,27.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,34.0,1987,34.0,34.0,3060.0,56.0,1.65,156.0,102.0,67.3,10.0,8.0,16.0,9.0,26.5,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,52.3,0.31,-1.7,-0.05,233.0,579.0,40.2,951.0,145.0,41.9,36.5,287.0,63.1,47.7,532.0,24.0,4.5,51.0,1.5,16.7,1987,34.0,34.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,1245.0,66.7,26246.0,19511.0,102.0,103.0,99.0,384.0,398.0,96.5,341.0,732.0,46.6,2.0,22.0,0.0,0.0,0.0,829.0,409.0,121.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,9.0,0.26,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,28.6,5.0,0.0,0.0,0.0,3.0,11.0,5.0,1350.0,1085.0,1329.0,21.0,0.0,0.0,1350.0,0.0,0.0,0.0,553.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,46.0,11.0,0.0,100.0
73,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,25.0,1993,25.0,25.0,2250.0,25.0,1.0,67.0,43.0,68.7,14.0,5.0,6.0,10.0,40.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,23.9,0.33,-0.1,0.0,130.0,304.0,42.8,627.0,119.0,32.1,31.4,151.0,68.2,49.5,362.0,17.0,4.7,31.0,1.24,16.1,1993,25.0,25.0,2250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,778.0,76.3,16899.0,12381.0,101.0,102.0,99.0,296.0,299.0,99.0,196.0,376.0,52.1,0.0,4.0,0.0,0.0,0.0,585.0,193.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,8.0,2.0,821.0,677.0,814.0,7.0,0.0,0.0,821.0,0.0,0.0,0.0,393.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,29.0,4.0,0.0,100.0
74,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,32,1.0,1988,1.0,1.0,90.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.16,-1.3,-1.35,1.0,4.0,25.0,18.0,5.0,0.0,21.9,11.0,36.4,36.8,10.0,1.0,10.0,0.0,0.0,10.8,1988,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,82.8,535.0,380.0,3.0,3.0,100.0,19.0,20.0,95.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
75,Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,21.0,1996,21.0,21.0,1890.0,28.0,1.33,85.0,58.0,69.4,8.0,7.0,6.0,2.0,9.5,2.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,23.2,0.25,-3.8,-0.18,97.0,267.0,36.3,419.0,87.0,41.5,35.2,166.0,56.0,43.5,310.0,16.0,5.2,13.0,0.62,11.7,1996,21.0,21.0,1890.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,585.0,67.9,11507.0,9010.0,96.0,96.0,100.0,156.0,158.0,98.7,143.0,329.0,43.5,0.0,5.0,0.0,0.0,0.0,372.0,213.0,47.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.14,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,631.0,556.0,624.0,7.0,0.0,0.0,631.0,1.0,1.0,100.0,225.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0,100.0
76,Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,13.3,2000,15.0,15.0,1197.0,27.0,2.03,67.0,42.0,61.2,2.0,5.0,5.0,1.0,6.7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,23.9,0.34,-1.1,-0.08,64.0,166.0,38.6,290.0,64.0,34.8,34.4,110.0,59.1,46.6,173.0,6.0,3.5,14.0,1.05,14.1,2000,15.0,15.0,1197.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,402.0,71.4,8355.0,6213.0,57.0,57.0,100.0,123.0,123.0,100.0,106.0,219.0,48.4,1.0,3.0,0.0,0.0,0.0,259.0,141.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.23,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,446.0,393.0,445.0,1.0,0.0,0.0,446.0,0.0,0.0,0.0,175.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,100.0
77,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1.0,1997,1.0,1.0,90.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.24,-1.5,-1.53,1.0,10.0,10.0,21.0,6.0,33.3,34.1,10.0,30.0,32.7,13.0,0.0,0.0,1.0,1.0,12.5,1997,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,449.0,276.0,6.0,6.0,100.0,8.0,8.0,100.0,6.0,17.0,35.3,0.0,0.0,0.0,0.0,0.0,19.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
78,Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1.0,1999,1.0,1.0,90.0,2.0,2.0,6.0,5.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.31,0.8,0.84,5.0,17.0,29.4,37.0,7.0,29.7,28.5,10.0,60.0,43.8,12.0,0.0,0.0,0.0,0.0,12.0,1999,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,47.0,72.3,792.0,519.0,14.0,14.0,100.0,11.0,11.0,100.0,8.0,21.0,38.1,0.0,0.0,0.0,0.0,0.0,32.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,29.5,1987,30.0,30.0,2655.0,33.0,1.12,116.0,83.0,74.1,9.0,11.0,9.0,11.0,36.7,3.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,28.8,0.23,-4.2,-0.14,105.0,282.0,37.2,778.0,182.0,26.6,28.3,201.0,37.3,31.5,386.0,17.0,4.4,36.0,1.22,16.3,1987,30.0,30.0,2655.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,982.0,79.0,17570.0,10058.0,241.0,242.0,99.6,345.0,348.0,99.1,171.0,369.0,46.3,0.0,3.0,0.0,0.0,0.0,725.0,254.0,53.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1038.0,916.0,1035.0,3.0,0.0,0.0,1038.0,0.0,0.0,0.0,485.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,22.0,8.0,1.0,88.9
80,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,31,33.0,1990,33.0,33.0,2967.0,34.0,1.03,111.0,78.0,72.1,16.0,7.0,9.0,9.0,27.3,3.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,31.9,0.27,-1.1,-0.03,117.0,310.0,37.7,976.0,162.0,24.9,29.5,198.0,33.8,33.1,349.0,14.0,4.0,61.0,1.85,20.6,1990,33.0,33.0,2967.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,1176.0,80.8,23404.0,15166.0,231.0,231.0,100.0,477.0,480.0,99.4,240.0,461.0,52.1,0.0,17.0,3.0,0.0,5.0,901.0,273.0,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1240.0,1011.0,1211.0,31.0,0.0,0.0,1240.0,0.0,0.0,0.0,649.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,6.0,0.0,100.0
81,Angus Gunn,eng ENG,GK,Norwich City,eng Premier League,25,9.0,1996,9.0,9.0,810.0,22.0,2.44,57.0,34.0,64.9,1.0,2.0,6.0,1.0,11.1,4.0,2.0,1.0,1.0,33.3,0.0,2.0,0.0,19.3,0.3,-2.7,-0.3,45.0,129.0,34.9,219.0,47.0,43.4,34.5,86.0,39.5,34.5,175.0,3.0,1.7,14.0,1.56,17.3,1996,9.0,9.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,307.0,67.8,5494.0,3524.0,60.0,60.0,100.0,72.0,73.0,98.6,74.0,168.0,44.0,0.0,1.0,0.0,0.0,0.0,177.0,128.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,341.0,288.0,339.0,2.0,0.0,0.0,341.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,66.7
82,Samir Handanović,si SVN,GK,Inter,it Serie A,37,37.0,1984,37.0,37.0,3330.0,30.0,0.81,124.0,95.0,79.0,25.0,9.0,3.0,15.0,40.5,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,33.2,0.24,4.2,0.11,139.0,301.0,46.2,1118.0,176.0,24.3,28.1,142.0,20.4,26.5,393.0,15.0,3.8,10.0,0.27,11.2,1984,37.0,37.0,3330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,1260.0,85.2,25784.0,18142.0,270.0,271.0,99.6,530.0,533.0,99.4,264.0,445.0,59.3,0.0,10.0,0.0,0.0,0.0,1081.0,179.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,1332.0,1194.0,1331.0,0.0,1.0,1.0,1332.0,0.0,0.0,0.0,814.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,100.0
83,Wayne Hennessey,wls WAL,GK,Burnley,eng Premier League,34,2.0,1987,2.0,2.0,180.0,6.0,3.0,13.0,8.0,53.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2,0.26,-1.8,-0.91,27.0,63.0,42.9,57.0,7.0,77.2,50.8,21.0,90.5,63.6,37.0,0.0,0.0,4.0,2.0,17.0,1987,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,79.0,51.9,1981.0,1872.0,2.0,2.0,100.0,6.0,6.0,100.0,33.0,69.0,47.8,3.0,6.0,0.0,0.0,0.0,42.0,36.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,59.0,80.0,4.0,0.0,0.0,84.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
84,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,28,36.0,1993,36.0,36.0,3240.0,48.0,1.33,147.0,97.0,70.1,12.0,10.0,14.0,12.0,33.3,7.0,4.0,3.0,0.0,42.9,0.0,10.0,1.0,48.1,0.29,1.1,0.03,388.0,850.0,45.6,852.0,78.0,69.0,46.5,306.0,85.6,58.5,529.0,23.0,4.3,64.0,1.78,18.1,1993,36.0,36.0,3240.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1160.0,57.6,28645.0,25459.0,42.0,43.0,97.7,185.0,196.0,94.4,440.0,917.0,48.0,1.0,64.0,0.0,0.0,0.0,716.0,442.0,136.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.11,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,6.0,50.0,3.0,1.0,0.0,1.0,1.0,18.0,0.0,1258.0,930.0,1245.0,13.0,0.0,0.0,1258.0,3.0,3.0,100.0,416.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,100.0
